MAC_addr	MAC_vendor  	MAC_type
8c:07:8c	FLOW DATA INC  	misc
8c:08:8b	Remote Solution  	misc
8c:09:f4	ARRIS Group, Inc.  	misc
8c:0c:90	Ruckus Wireless  	misc
8c:0c:a3	Amper  	misc
8c:0e:e3	GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD.  	misc
8c:11:cb	ABUS Security-Center GmbH & Co. KG  	misc
8c:1f:94	RF Surgical System Inc.  	misc
8c:21:0a	TP-LINK TECHNOLOGIES CO., LTD.  	misc
8c:27:1d	QuantHouse  	misc
8c:27:8a	Vocollect Inc  	misc
8c:29:37	Apple  	misc
8c:2d:aa	Apple  	misc
8c:2f:39	IBA Dosimetry GmbH  	misc
8c:33:30	EmFirst Co., Ltd.  	misc
8c:3a:e3	LG Electronics  	misc
8c:3c:07	Skiva Technologies, Inc.  	misc
8c:3c:4a	NAKAYO TELECOMMUNICATIONS,INC.  	misc
8c:41:f2	RDA Technologies Ltd.  	misc
8c:44:35	Shanghai BroadMobi Communication Technology Co., Ltd.  	misc
8c:4a:ee	GIGA TMS INC  	misc
8c:4b:59	3D Imaging & Simulations Corp  	misc
8c:4c:dc	PLANEX COMMUNICATIONS INC.  	misc
8c:4d:b9	Unmonday Ltd  	misc
8c:4d:ea	Cerio Corporation  	misc
8c:51:05	Shenzhen ireadygo Information Technology CO.,LTD.  	misc
8c:53:f7	A&D ENGINEERING CO., LTD.  	misc
8c:54:1d	LGE  	misc
8c:56:9d	Imaging Solutions Group  	misc
8c:56:c5	Nintendo Co., Ltd.  	misc
8c:57:fd	LVX Western  	misc
8c:58:77	Apple  	misc
8c:59:8b	C Technologies AB  	misc
8c:5a:f0	Exeltech Solar Products  	misc
8c:5c:a1	d-broad,INC  	misc
8c:5f:df	Beijing Railway Signal Factory  	misc
8c:60:4f	CISCO SYSTEMS, INC.  	misc
8c:64:0b	Beyond Devices d.o.o.  	misc
8c:64:22	Sony Ericsson Mobile Communications AB  	misc
8c:68:78	Nortek-AS  	misc
8c:6a:e4	Viogem Limited  	misc
8c:70:5a	Intel Corporate  	misc
8c:71:f8	Samsung Electronics Co.,Ltd  	misc
8c:73:6e	Fujitsu Limited  	misc
8c:76:c1	Goden Tech Limited  	misc
8c:77:12	Samsung Electronics Co.,Ltd  	misc
8c:77:16	LONGCHEER TELECOMMUNICATION LIMITED  	misc
8c:7b:9d	Apple  	misc
8c:7c:92	Apple  	misc
8c:7c:b5	Hon Hai Precision Ind. Co.,Ltd.  	misc
8c:7c:ff	Brocade Communications Systems, Inc.  	misc
8c:7e:b3	Lytro, Inc.  	misc
8c:82:a8	Insigma Technology Co.,Ltd  	misc
8c:84:01	PRIVATE  	misc
8c:89:a5	Micro-Star INT'L CO., LTD  	misc
8c:8a:6e	ESTUN AUTOMATION TECHNOLOY CO., LTD  	misc
8c:8e:76	taskit GmbH  	misc
8c:90:d3	Alcatel Lucent  	misc
8c:92:36	Aus.Linx Technology Co., Ltd.  	misc
8c:94:cf	Encell Technology, Inc.  	misc
8c:a0:48	Beijing NeTopChip Technology Co.,LTD  	misc
8c:a9:82	Intel Corporate  	misc
8c:ae:4c	Plugable Technologies  	misc
8c:ae:89	Y-cam Solutions Ltd  	misc
8c:b6:4f	CISCO SYSTEMS, INC.  	misc
8c:b7:f7	Shenzhen UniStrong Science & Technology Co., Ltd  	misc
8c:b8:2c	IPitomy Communications  	misc
8c:b8:64	AcSiP Technology Corp.  	misc
8c:be:be	Xiaomi Technology Co.,Ltd  	misc
8c:c1:21	Panasonic Corporation AVC Networks Company  	misc
8c:c5:e1	ShenZhen Konka Telecommunication Technology Co.,Ltd  	misc
8c:c7:aa	Radinet Communications Inc.  	misc
8c:c7:d0	zhejiang ebang communication co.,ltd  	misc
8c:c8:cd	Samsung Electronics Co., LTD  	misc
8c:cd:a2	ACTP, Inc.  	misc
8c:cd:e8	Nintendo Co., Ltd.  	misc
8c:cf:5c	BEFEGA GmbH  	misc
8c:d1:7b	CG Mobile  	misc
8c:d3:a2	VisSim AS  	misc
8c:d6:28	Ikor Metering  	misc
8c:db:25	ESG Solutions  	misc
8c:dd:8d	Wifly-City System Inc.  	misc
8c:de:52	ISSC Technologies Corp.  	misc
8c:de:99	Comlab Inc.  	misc
8c:e0:81	zte corporation  	misc
8c:e7:48	PRIVATE  	misc
8c:e7:b3	Sonardyne International Ltd  	misc
8c:ee:c6	Precepscion Pty. Ltd.  	misc
8c:f9:45	Power Automation pte Ltd  	misc
8c:f9:c9	MESADA Technology Co.,Ltd.  	misc
8c:fa:ba	Apple  	misc
8c:fd:f0	QUALCOMM Incorporated  	misc
90:00:4e	Hon Hai Precision Ind. Co.,Ltd.  	misc
90:01:3b	SAGEMCOM  	misc
90:02:8a	Shenzhen Shidean Legrand Electronic Products Co.,Ltd  	misc
90:02:a9	ZHEJIANG DAHUA TECHNOLOGY CO.,LTD  	misc
90:03:b7	PARROT  	misc
90:09:17	Far-sighted mobile  	misc
90:0a:3a	PSG Plastic Service GmbH  	misc
90:0d:66	Digimore Electronics Co., Ltd  	misc
90:0d:cb	ARRIS Group, Inc.  	misc
90:18:5e	Apex Tool Group GmbH & Co OHG  	misc
90:18:7c	Samsung Electro Mechanics co., LTD.  	misc
90:18:ae	Shanghai Meridian Technologies, Co. Ltd.  	misc
90:19:00	SCS SA  	misc
90:1a:ca	ARRIS Group, Inc.  	misc
90:1b:0e	Fujitsu Technology Solutions GmbH  	misc
90:1d:27	zte corporation  	misc
90:1e:dd	GREAT COMPUTER CORPORATION  	misc
90:20:83	General Engine Management Systems Ltd.  	misc
90:21:55	HTC Corporation  	misc
90:27:e4	Apple  	misc
90:2b:34	GIGA-BYTE TECHNOLOGY CO.,LTD.  	misc
90:2e:87	LabJack  	misc
90:31:cd	Onyx Healthcare Inc.  	misc
90:34:2b	Gatekeeper Systems, Inc.  	misc
90:34:fc	Hon Hai Precision Ind. Co.,Ltd.  	misc
90:35:6e	Vodafone Omnitel N.V.  	misc
90:38:df	Changzhou Tiannengbo System Co. Ltd.  	misc
90:3a:a0	Alcatel-Lucent  	misc
90:3c:ae	Yunnan KSEC Digital Technology Co.,Ltd.  	misc
90:3d:5a	Shenzhen Wision Technology Holding Limited  	misc
90:3d:6b	Zicon Technology Corp.  	misc
90:3e:ab	ARRIS Group, Inc.  	misc
90:46:b7	Vadaro Pte Ltd  	misc
90:47:16	RORZE CORPORATION  	misc
90:49:fa	Intel Corporation  	misc
90:4c:e5	Hon Hai Precision Ind. Co.,Ltd.  	misc
90:4e:2b	Huawei Technologies Co., Ltd  	misc
90:50:7b	Advanced PANMOBIL Systems GmbH & Co. KG  	misc
90:51:3f	Elettronica Santerno  	misc
90:54:46	TES ELECTRONIC SOLUTIONS  	misc
90:55:ae	Ericsson, EAB/RWI/K  	misc
90:56:82	Lenbrook Industries Limited  	misc
90:56:92	Autotalks Ltd.  	misc
90:59:af	Texas Instruments  	misc
90:5f:2e	TCT Mobile Limited  	misc
90:5f:8d	modas GmbH  	misc
90:61:0c	Fida International (S) Pte Ltd  	misc
90:67:17	Alphion India Private Limited  	misc
90:67:b5	Alcatel-Lucent  	misc
90:67:f3	Alcatel Lucent  	misc
90:6d:c8	DLG Automação Industrial Ltda  	misc
90:6e:bb	Hon Hai Precision Ind. Co.,Ltd.  	misc
90:70:25	Garea Microsys Co.,Ltd.  	misc
90:72:40	Apple  	misc
90:79:90	Benchmark Electronics Romania SRL  	misc
90:7a:0a	Gebr. Bode GmbH & Co KG  	misc
90:7a:28	Beijing Morncloud Information And Technology Co. Ltd.  	misc
90:7a:f1	SNUPI Technologies  	misc
90:7f:61	Chicony Electronics Co., Ltd.  	misc
90:82:60	IEEE 1904.1 Working Group  	misc
90:83:7a	General Electric Water & Process Technologies  	misc
90:84:0d	Apple  	misc
90:88:a2	IONICS TECHNOLOGY ME LTDA  	misc
90:8c:44	H.K ZONGMU TECHNOLOGY CO., LTD.  	misc
90:8d:1d	GH Technologies  	misc
90:8f:93	MakerBot Industries  	misc
90:8f:cf	UNO System Co., Ltd  	misc
90:90:3c	TRISON TECHNOLOGY CORPORATION  	misc
90:90:60	RSI VIDEO TECHNOLOGIES  	misc
90:92:b4	Diehl BGT Defence GmbH & Co. KG  	misc
90:94:e4	D-Link International  	misc
90:98:64	Impex-Sat GmbH&amp;Co KG  	misc
90:99:16	ELVEES NeoTek OJSC  	misc
90:9d:e0	Newland Design + Assoc. Inc.  	misc
90:9f:43	Accutron Instruments Inc.  	misc
90:a2:da	GHEO SA  	misc
90:a4:de	Wistron Neweb Corp.  	misc
90:a7:83	JSW PACIFIC CORPORATION  	misc
90:a7:c1	Pakedge Device and Software Inc.  	misc
90:ac:3f	BrightSign LLC  	misc
90:ae:1b	TP-LINK TECHNOLOGIES CO.,LTD.  	misc
90:b1:1c	Dell Inc.  	misc
90:b1:34	ARRIS Group, Inc.  	misc
90:b2:1f	Apple  	misc
90:b8:d0	Joyent, Inc.  	misc
90:b9:31	Apple, Inc  	misc
90:b9:7d	Johnson Outdoors Marine Electronics d/b/a Minnkota  	misc
90:c1:15	Sony Ericsson Mobile Communications AB  	misc
90:cc:24	Synaptics, Inc  	misc
90:cf:15	Nokia Corporation  	misc
90:cf:6f	Dlogixs Co Ltd  	misc
90:cf:7d	Qingdao Hisense Electric Co.,Ltd.  	misc
90:d1:1b	Palomar Medical Technologies  	misc
90:d7:4f	Bookeen  	misc
90:d7:eb	Texas Instruments  	misc
90:d8:52	Comtec Co., Ltd.  	misc
90:d9:2c	HUG-WITSCHI AG  	misc
90:da:4e	AVANU  	misc
90:db:46	E-LEAD ELECTRONIC CO., LTD  	misc
90:df:b7	s.m.s smart microwave sensors GmbH  	misc
90:e0:f0	Harman International  	misc
90:e2:ba	Intel Corporate  	misc
90:e6:ba	ASUSTek COMPUTER INC.  	misc
90:ea:60	SPI Lasers Ltd  	misc
90:f1:aa	Samsung Electronics Co.,LTD  	misc
90:f1:b0	Hangzhou Anheng Info&Tech CO.,LTD  	misc
90:f2:78	Radius Gateway  	misc
90:f3:b7	Kirisun Communications Co., Ltd.  	misc
90:f4:c1	Rand McNally  	misc
90:f6:52	TP-LINK TECHNOLOGIES CO., LTD.  	misc
90:f7:2f	Phillips Machine & Welding Co., Inc.  	misc
90:fb:5b	Avaya, Inc  	misc
90:fb:a6	Hon Hai Precision Ind.Co.Ltd  	misc
90:ff:79	Metro Ethernet Forum  	misc
94:00:70	Nokia Corporation  	misc
94:01:49	AutoHotBox  	misc
94:01:c2	Samsung Electronics Co.,Ltd  	misc
94:0b:2d	NetView Technologies(Shenzhen) Co., Ltd  	misc
94:0b:d5	Himax Technologies, Inc  	misc
94:0c:6d	TP-LINK Technologies Co.,Ltd.  	misc
94:10:3e	Belkin International Inc.  	misc
94:11:da	ITF Fröschl GmbH  	misc
94:16:73	Point Core SARL  	misc
94:1d:1c	TLab West Systems AB  	misc
94:20:53	Nokia Corporation  	misc
94:21:97	Stalmart Technology Limited  	misc
94:23:6e	Shenzhen Junlan Electronic Ltd  	misc
94:2e:17	Schneider Electric Canada Inc  	misc
94:2e:63	Finsécur  	misc
94:31:9b	Alphatronics BV  	misc
94:33:dd	Taco Electronic Solutions, Inc.  	misc
94:35:0a	Samsung Electronics Co.,Ltd  	misc
94:36:e0	Sichuan Bihong Broadcast &amp; Television New Technologies Co.,Ltd  	misc
94:39:e5	Hon Hai Precision Ind. Co.,Ltd.  	misc
94:3a:f0	Nokia Corporation  	misc
94:3b:b1	KAONMEDIA  	misc
94:40:a2	Anywave Communication Technologies, Inc.  	misc
94:44:44	LG Innotek  	misc
94:44:52	Belkin International Inc.  	misc
94:46:96	BaudTec Corporation  	misc
94:4a:09	BitWise Controls  	misc
94:50:47	Rechnerbetriebsgruppe  	misc
94:51:03	Samsung Electronics  	misc
94:51:bf	Hyundai ESG  	misc
94:59:2d	EKE Building Technology Systems Ltd  	misc
94:5b:7e	TRILOBIT LTDA.  	misc
94:61:24	Pason Systems  	misc
94:63:d1	Samsung Electronics Co.,Ltd  	misc
94:71:ac	TCT Mobile Limited  	misc
94:75:6e	QinetiQ North America  	misc
94:7c:3e	Polewall Norge AS  	misc
94:81:a4	Azuray Technologies  	misc
94:85:7a	Evantage Industries Corp  	misc
94:86:d4	Surveillance Pro Corporation  	misc
94:87:7c	ARRIS Group, Inc.  	misc
94:88:54	Texas Instruments  	misc
94:8b:03	EAGET Innovation and Technology Co., Ltd.  	misc
94:8d:50	Beamex Oy Ab  	misc
94:8f:ee	Hughes Telematics, Inc.  	misc
94:94:26	Apple  	misc
94:98:a2	Shanghai LISTEN TECH.LTD  	misc
94:9b:fd	Trans New Technology, Inc.  	misc
94:9c:55	Alta Data Technologies  	misc
94:9f:3f	Optek Digital Technology company limited  	misc
94:9f:b4	ChengDu JiaFaAnTai Technology Co.,Ltd  	misc
94:a7:bc	BodyMedia, Inc.  	misc
94:aa:b8	Joview(Beijing) Technology Co. Ltd.  	misc
94:ac:ca	trivum technologies GmbH  	misc
94:ae:61	Alcatel Lucent  	misc
94:b8:c5	RuggedCom Inc.  	misc
94:b9:b4	Aptos Technology  	misc
94:ba:31	Visiontec da Amazônia Ltda.  	misc
94:ba:56	Shenzhen Coship Electronics Co., Ltd.  	misc
94:bf:1e	eflow Inc. / Smart Device Planning and Development Division  	misc
94:c0:14	Sorter Sp. j. Konrad Grzeszczyk MichaA, Ziomek  	misc
94:c1:50	2Wire Inc  	misc
94:c3:e4	SCA Schucker Gmbh & Co KG  	misc
94:c4:e9	PowerLayer Microsystems HongKong Limited  	misc
94:c6:eb	NOVA electronics, Inc.  	misc
94:c7:af	Raylios Technology  	misc
94:c9:62	Teseq AG  	misc
94:ca:0f	Honeywell Analytics  	misc
94:cc:b9	ARRIS Group, Inc.  	misc
94:cd:ac	Creowave Oy  	misc
94:ce:2c	Sony Mobile Communications AB  	misc
94:d0:19	Cydle Corp.  	misc
94:d7:23	Shanghai DareGlobal Technologies Co., Ltd  	misc
94:d7:71	Samsung Electronics Co.,Ltd  	misc
94:d9:3c	ENELPS  	misc
94:db:49	SITCORP  	misc
94:db:c9	Azurewave  	misc
94:dd:3f	A+V Link Technologies, Corp.  	misc
94:de:0e	SmartOptics AS  	misc
94:de:80	GIGA-BYTE TECHNOLOGY CO.,LTD.  	misc
94:df:4e	Wistron InfoComm(Kunshan)Co.,Ltd.  	misc
94:df:58	IJ Electron CO.,Ltd.  	misc
94:e0:d0	HealthStream Taiwan Inc.  	misc
94:e2:26	D. ORtiz Consulting, LLC  	misc
94:e7:11	Xirka Dama Persada PT  	misc
94:e8:48	FYLDE MICRO LTD  	misc
94:e9:8c	Alcatel-Lucent  	misc
94:eb:2c	Google Inc.  	misc
94:eb:cd	Research In Motion Limited  	misc
94:f6:92	Geminico co.,Ltd.  	misc
94:f7:20	Tianjin Deviser Electronics Instrument Co., Ltd  	misc
94:fa:e8	Shenzhen Eycom Technology Co., Ltd  	misc
94:fb:b2	Shenzhen Gongjin Electronics Co.,Ltd  	misc
94:fd:1d	WhereWhen Corp  	misc
94:fd:2e	Shanghai Uniscope Technologies Co.,Ltd  	misc
94:fe:f4	SAGEMCOM  	misc
98:02:84	Theobroma Systems GmbH  	misc
98:03:a0	ABB n.v. Power Quality Products  	misc
98:03:d8	Apple  	misc
98:0c:82	Samsung Electro Mechanics  	misc
98:0d:2e	HTC Corporation  	misc
98:0e:e4	PRIVATE  	misc
98:10:94	Shenzhen Vsun communication technology Co.,ltd  	misc
98:20:8e	Definium Technologies  	misc
98:26:2a	Applied Research Associates, Inc  	misc
98:29:1d	Jaguar de Mexico, SA de CV  	misc
98:29:3f	Fujian Start Computer Equipment Co.,Ltd  	misc
98:2c:be	2Wire  	misc
98:2d:56	Resolution Audio  	misc
98:30:00	Beijing KEMACOM Technologies Co., Ltd.  	misc
98:30:71	DAIKYUNG VASCOM  	misc
98:34:9d	Krauss Maffei Technologies GmbH  	misc
98:35:71	Sub10 Systems Ltd  	misc
98:35:b8	Assembled Products Corporation  	misc
98:37:13	PT.Navicom Indonesia  	misc
98:3b:16	AMPAK Technology Inc  	misc
98:3f:9f	China SSJ (Suzhou) Network Technology Inc.  	misc
98:42:46	SOL INDUSTRY PTE., LTD  	misc
98:43:da	INTERTECH  	misc
98:47:3c	SHANGHAI SUNMON COMMUNICATION TECHNOGY CO.,LTD  	misc
98:4a:47	CHG Hospital Beds  	misc
98:4b:4a	ARRIS Group, Inc.  	misc
98:4b:e1	Hewlett-Packard Company  	misc
98:4c:04	Zhangzhou Keneng Electrical Equipment Co Ltd  	misc
98:4c:d3	Mantis Deposition  	misc
98:4e:97	Starlight Marketing (H. K.) Ltd.  	misc
98:4f:ee	Intel Corporate  	misc
98:52:b1	Samsung Electronics  	misc
98:57:d3	HON HAI-CCPBG  PRECISION IND.CO.,LTD.  	misc
98:58:8a	SYSGRATION Ltd.  	misc
98:59:45	Texas Instruments  	misc
98:5c:93	SBG Systems SAS  	misc
98:5d:46	PeopleNet Communication  	misc
98:5e:1b	ConversDigital Co., Ltd.  	misc
98:60:22	EMW Co., Ltd.  	misc
98:66:ea	Industrial Control Communications, Inc.  	misc
98:6b:3d	ARRIS Group, Inc.  	misc
98:6c:f5	zte corporation  	misc
98:6d:c8	TOSHIBA MITSUBISHI-ELECTRIC INDUSTRIAL SYSTEMS CORPORATION  	misc
98:73:c4	Sage Electronic Engineering LLC  	misc
98:76:b6	Adafruit  	misc
98:77:70	Pep Digital Technology (Guangzhou) Co., Ltd  	misc
98:82:17	Disruptive Ltd  	misc
98:86:b1	Flyaudio corporation (China)  	misc
98:89:ed	Anadem Information Inc.  	misc
98:8b:5d	SAGEM COMMUNICATION  	misc
98:8b:ad	Corintech Ltd.  	misc
98:8e:34	ZHEJIANG BOXSAM ELECTRONIC CO.,LTD  	misc
98:8e:4a	NOXUS(BEIJING) TECHNOLOGY CO.,LTD  	misc
98:8e:dd	TE Connectivity Limerick  	misc
98:90:80	Linkpower Network System Inc Ltd.  	misc
98:93:cc	LG Electronics Inc.  	misc
98:94:49	Skyworth Wireless Technology Ltd.  	misc
98:a7:b0	MCST ZAO  	misc
98:aa:d7	BLUE WAVE NETWORKING CO LTD  	misc
98:b0:39	Alcatel-Lucent  	misc
98:b8:e3	Apple  	misc
98:bc:57	SVA TECHNOLOGIES CO.LTD  	misc
98:bc:99	Edeltech Co.,Ltd.  	misc
98:c0:eb	Global Regency Ltd  	misc
98:c8:45	PacketAccess  	misc
98:cd:b4	Virident Systems, Inc.  	misc
98:d3:31	Shenzhen Bolutek Technology Co.,Ltd.  	misc
98:d6:86	Chyi Lee industry Co., ltd.  	misc
98:d6:bb	Apple  	misc
98:d6:f7	LG Electronics  	misc
98:d8:8c	Nortel Networks  	misc
98:da:92	Vuzix Corporation  	misc
98:dc:d9	UNITEC Co., Ltd.  	misc
98:e1:65	Accutome  	misc
98:e7:9a	Foxconn(NanJing) Communication Co.,Ltd.  	misc
98:ec:65	Cosesy ApS  	misc
98:f0:ab	Apple  	misc
98:f5:37	zte corporation  	misc
98:f8:c1	IDT Technology Limited  	misc
98:f8:db	Marini Impianti Industriali s.r.l.  	misc
98:fb:12	Grand Electronics (HK) Ltd  	misc
98:fc:11	Cisco-Linksys, LLC  	misc
98:fe:03	Ericsson North America 	misc
98:fe:94	Apple  	misc
98:ff:6a	OTEC(Shanghai)Technology Co.,Ltd.  	misc
98:ff:d0	Lenovo Mobile Communication Technology Ltd.  	misc
9c:01:11	Shenzhen Newabel Electronic Co., Ltd.  	misc
9c:02:98	Samsung Electronics Co.,Ltd  	misc
9c:03:9e	Beijing Winchannel Software Technology Co., Ltd  	misc
9c:04:73	Tecmobile (International) Ltd.  	misc
9c:04:eb	Apple  	misc
9c:06:6e	Hytera Communications Corporation Limited  	misc
9c:0d:ac	Tymphany HK Limited  	misc
9c:14:65	Edata Elektronik San. ve Tic. A.Ş.  	misc
9c:18:74	Nokia Danmark A/S  	misc
9c:1c:12	Aruba Networks  	misc
9c:1f:dd	Accupix Inc.  	misc
9c:20:7b	Apple  	misc
9c:21:6a	TP-LINK TECHNOLOGIES CO.,LTD.  	misc
9c:22:0e	TASCAN Service GmbH  	misc
9c:28:40	Discovery Technology,LTD..  	misc
9c:28:bf	Continental Automotive Czech Republic s.r.o.  	misc
9c:28:ef	HUAWEI TECHNOLOGIES CO.,LTD  	misc
9c:2a:70	Hon Hai Precision Ind. Co.,Ltd.  	misc
9c:31:78	Foshan Huadian Intelligent Communications Teachnologies Co.,Ltd  	misc
9c:31:b6	Kulite Semiconductor Products Inc  	misc
9c:3a:af	Samsung Electronics Co.,Ltd  	misc
9c:3e:aa	EnvyLogic Co.,Ltd.  	misc
9c:41:7c	Hame  Technology Co.,  Limited  	misc
9c:44:3d	CHENGDU XUGUANG TECHNOLOGY CO, LTD  	misc
9c:44:a6	SwiftTest, Inc.  	misc
9c:45:63	DIMEP Sistemas  	misc
9c:4a:7b	Nokia Corporation  	misc
9c:4c:ae	Mesa Labs  	misc
9c:4e:20	CISCO SYSTEMS, INC.  	misc
9c:4e:36	Intel Corporate  	misc
9c:4e:8e	ALT Systems Ltd  	misc
9c:4e:bf	BoxCast  	misc
9c:53:cd	ENGICAM s.r.l.  	misc
9c:54:1c	Shenzhen My-power Technology Co.,Ltd  	misc
9c:54:ca	Zhengzhou VCOM Science and Technology Co.,Ltd  	misc
9c:55:b4	I.S.E. S.r.l.  	misc
9c:57:11	Feitian Xunda(Beijing) Aeronautical Information Technology Co., Ltd.  	misc
9c:5b:96	NMR Corporation  	misc
9c:5c:8d	FIREMAX INDÚSTRIA E COMÉRCIO DE PRODUTOS ELETRÔNICOS  LTDA  	misc
9c:5d:12	Aerohive Networks Inc  	misc
9c:5d:95	VTC Electronics Corp.  	misc
9c:5e:73	Calibre UK Ltd  	misc
9c:61:1d	Omni-ID USA, Inc.  	misc
9c:64:5e	Harman Consumer Group  	misc
9c:65:b0	Samsung Electronics Co.,Ltd  	misc
9c:65:f9	AcSiP Technology Corp.  	misc
9c:66:50	Glodio Technolies Co.,Ltd Tianjin Branch  	misc
9c:6a:be	QEES ApS.  	misc
9c:75:14	Wildix srl  	misc
9c:77:aa	NADASNV  	misc
9c:79:ac	Suntec Software(Shanghai) Co., Ltd.  	misc
9c:7b:d2	NEOLAB Convergence  	misc
9c:80:7d	SYSCABLE Korea Inc.  	misc
9c:80:df	Arcadyan Technology Corporation  	misc
9c:86:da	Phoenix Geophysics Ltd.  	misc
9c:88:88	Simac Techniek NV  	misc
9c:8b:f1	The Warehouse Limited  	misc
9c:8d:1a	INTEG process group inc  	misc
9c:8e:99	Hewlett-Packard Company  	misc
9c:8e:dc	Teracom Limited  	misc
9c:93:4e	Xerox Corporation  	misc
9c:95:f8	SmartDoor Systems, LLC  	misc
9c:97:26	Technicolor  	misc
9c:98:11	Guangzhou Sunrise Electronics Development Co., Ltd  	misc
9c:9c:1d	Starkey Labs Inc.  	misc
9c:a1:0a	SCLE SFE  	misc
9c:a1:34	Nike, Inc.  	misc
9c:a3:ba	SAKURA Internet Inc.  	misc
9c:a5:77	Osorno Enterprises Inc.  	misc
9c:a9:e4	zte corporation  	misc
9c:ad:ef	Obihai Technology, Inc.  	misc
9c:af:ca	CISCO SYSTEMS, INC.  	misc
9c:b0:08	Ubiquitous Computing Technology Corporation  	misc
9c:b2:06	PROCENTEC  	misc
9c:b6:54	Hewlett Packard  	misc
9c:b7:0d	Liteon Technology Corporation  	misc
9c:b7:93	Creatcomm Technology Inc.  	misc
9c:bb:98	Shen Zhen RND Electronic Co.,LTD  	misc
9c:bd:9d	SkyDisk, Inc.  	misc
9c:c0:77	PrintCounts, LLC  	misc
9c:c0:d2	Conductix-Wampfler AG  	misc
9c:c7:a6	AVM GmbH  	misc
9c:c7:d1	SHARP Corporation  	misc
9c:ca:d9	Nokia Corporation  	misc
9c:cd:82	CHENG UEI PRECISION INDUSTRY CO.,LTD  	misc
9c:d2:1e	Hon Hai Precision Ind. Co.,Ltd.  	misc
9c:d2:4b	zte corporation  	misc
9c:d3:6d	NETGEAR INC.,  	misc
9c:d6:43	D-Link International  	misc
9c:df:03	Harman/Becker Automotive Systems GmbH  	misc
9c:e1:0e	NCTech Ltd  	misc
9c:e1:d6	Junger Audio-Studiotechnik GmbH  	misc
9c:e6:35	Nintendo Co., Ltd.  	misc
9c:e6:e7	Samsung Electronics Co.,Ltd  	misc
9c:e7:bd	Winduskorea co., Ltd  	misc
9c:eb:e8	BizLink (Kunshan) Co.,Ltd  	misc
9c:f6:1a	UTC Fire and Security  	misc
9c:f6:7d	Ricardo Prague, s.r.o.  	misc
9c:f8:db	shenzhen eyunmei technology co,.ltd  	misc
9c:f9:38	AREVA NP GmbH  	misc
9c:fb:f1	MESOMATIC GmbH & Co.KG  	misc
9c:ff:be	OTSL Inc.  	misc
a0:03:63	Robert Bosch Healthcare GmbH  	misc
a0:07:98	Samsung Electronics  	misc
a0:07:b6	Advanced Technical Support, Inc.  	misc
a0:0a:bf	Wieson Technologies Co., Ltd.  	misc
a0:0b:ba	SAMSUNG ELECTRO-MECHANICS  	misc
a0:0c:a1	SKTB SKiT  	misc
a0:12:90	Avaya, Inc  	misc
a0:13:3b	Copyright © HiTi Digital, Inc.  	misc
a0:14:3d	PARROT SA  	misc
a0:16:5c	Triteka LTD  	misc
a0:18:59	Shenzhen Yidashi Electronics Co Ltd  	misc
a0:19:17	Bertel S.p.a.  	misc
a0:1c:05	NIMAX TELECOM CO.,LTD.  	misc
a0:1d:48	Hewlett Packard  	misc
a0:21:95	Samsung Electronics Digital Imaging  	misc
a0:21:b7	NETGEAR  	misc
a0:23:1b	TeleComp R&D Corp.  	misc
a0:2b:b8	Hewlett Packard  	misc
a0:2e:f3	United Integrated Services Co., Led.  	misc
a0:36:9f	Intel Corporate  	misc
a0:36:f0	Comprehensive Power  	misc
a0:36:fa	Ettus Research LLC  	misc
a0:3a:75	PSS Belgium N.V.  	misc
a0:3b:1b	Inspire Tech  	misc
a0:40:25	Actioncable, Inc.  	misc
a0:40:41	SAMWONFA Co.,Ltd.  	misc
a0:41:a7	NL Ministry of Defense  	misc
a0:42:3f	Tyan Computer Corp  	misc
a0:48:1c	Hewlett Packard  	misc
a0:4c:c1	Helixtech Corp.  	misc
a0:4e:04	Nokia Corporation  	misc
a0:51:c6	Avaya, Inc  	misc
a0:55:de	Pace plc  	misc
a0:59:3a	V.D.S. Video Display Systems srl  	misc
a0:5a:a4	Grand Products Nevada, Inc.  	misc
a0:5b:21	ENVINET GmbH  	misc
a0:5d:c1	TMCT Co., LTD.  	misc
a0:5d:e7	DIRECTV, Inc.  	misc
a0:5e:6b	MELPER Co., Ltd.  	misc
a0:65:18	VNPT TECHNOLOGY  	misc
a0:67:be	Sicon s.r.l.  	misc
a0:69:86	Wellav Technologies Ltd  	misc
a0:6a:00	Verilink Corporation  	misc
a0:6c:ec	RIM  	misc
a0:6d:09	Intelcan Technosystems Inc.  	misc
a0:6e:50	Nanotek Elektronik Sistemler Ltd. Sti.  	misc
a0:71:a9	Nokia Corporation  	misc
a0:73:32	Cashmaster International Limited  	misc
a0:73:fc	Rancore Technologies Private Limited  	misc
a0:75:91	Samsung Electronics Co.,Ltd  	misc
a0:77:71	Vialis BV  	misc
a0:78:ba	Pantech Co., Ltd.  	misc
a0:82:1f	Samsung Electronics Co.,Ltd  	misc
a0:82:c7	P.T.I Co.,LTD  	misc
a0:86:1d	Chengdu Fuhuaxin Technology co.,Ltd  	misc
a0:86:ec	SAEHAN HITEC Co., Ltd  	misc
a0:88:69	Intel Corporate  	misc
a0:88:b4	Intel Corporate  	misc
a0:89:e4	Skyworth Digital Technology(Shenzhen) Co.,Ltd  	misc
a0:8a:87	HuiZhou KaiYue Electronic Co.,Ltd  	misc
